Product Name,Company,Export Country,Date,Units Sold,unit_price,Profit per unit,Export Value,Destination Port,Transportation Mode
Sesame,Greenfield Agro Exporters Nigeria Limited,Switzerland,3/16/2020,934,19744.29,8570.41,18441166.86,Warri,Sea
Cocoa,Agro Export Nigeria Ltd,France,8/11/2023,581,36715.88,9369.14,21331926.28,Lagos,Sea
Palm Oil,Agro Export Nigeria Ltd,Denmark,11/29/2022,807,26045.19,3752.77,21018468.33,Lagos,Sea
Cocoa,Greenfield Agro Exporters Nigeria Limited,Denmark,8/17/2021,573,47666.72,9323.9,27313030.56,Lagos,Sea
Cocoa,Prime Agro Exports Nigeria Limited,Spain,12/15/2022,285,31583.71,7018.27,9001357.35,Lagos,Sea
Plantain,Prime Agro Exports Nigeria Limited,Italy,12/12/2021,360,25745.26,6592.49,9268293.6,Lagos,Sea
Rubber,Agro Allied Exporters Nigeria Limited,Germany,6/10/2021,795,31220.79,4664.78,24820528.05,Calabar,Sea
Sesame,Agriplus Nigeria Limited,Sweden,4/30/2023,329,41907.39,3974.45,13787531.31,Port Harcourt,Sea
Cashew,Nigerian Export Promotion Council (NEPC),France,11/9/2020,519,33727.94,6857.59,17504800.86,Lagos,Sea
Sesame,Greenfield Agro Exporters Nigeria Limited,Netherlands,5/3/2021,811,36623.16,8224.9,29701382.76,Lagos,Sea
Sesame,Agro Export Nigeria Ltd,Italy,8/25/2022,497,36446.19,6203.23,18113756.43,Warri,Sea
Ginger,Agriplus Nigeria Limited,Denmark,10/4/2022,427,18212.38,3741.87,7776686.26,Lagos,Sea
Palm Oil,Agriplus Nigeria Limited,Netherlands,5/28/2021,375,47026.19,3721.51,17634821.25,Warri,Sea
Plantain,Agro Allied Exporters Nigeria Limited,Germany,5/25/2023,132,16159.22,8575.33,2133017.04,Lagos,Sea
Ginger,Nigerian Export Promotion Council (NEPC),Denmark,4/23/2020,525,45333.56,8558.62,23800119,Lagos,Sea
Cocoa,Golden Farms Nigeria Limited,Italy,7/14/2020,360,26607.04,3144.34,9578534.4,Warri,Sea
Plantain,Nigerian Export Promotion Council (NEPC),Denmark,10/13/2023,104,40095.35,5633.91,4169916.4,Lagos,Sea
Cassava,Nigerian Export Promotion Council (NEPC),Spain,11/28/2023,991,31527.16,3766.01,31243415.56,Calabar,Sea
Cashew,Farmgate Nigeria Limited,Belgium,2/7/2023,687,31309.13,5015.01,21509372.31,Lagos,Sea
Cocoa,Solid Agro Nigeria Limited,Netherlands,2/5/2023,813,17261.98,4878.03,14033989.74,Lagos,Sea
Rubber,Solid Agro Nigeria Limited,Sweden,1/25/2023,709,23947.5,6158.33,16978777.5,Calabar,Sea
Rubber,Farmgate Nigeria Limited,Switzerland,11/4/2021,173,48027.01,4082.66,8308672.73,Warri,Sea
Cashew,Farmgate Nigeria Limited,Austria,6/21/2023,374,37904.8,8329.34,14176395.2,Calabar,Sea
Sesame,Agro Export Nigeria Ltd,Sweden,4/8/2021,378,12485.68,9250.08,4719587.04,Calabar,Sea
Plantain,Agro Allied Exporters Nigeria Limited,France,4/13/2020,883,31735.91,8581.08,28022808.53,Warri,Sea
Cashew,Agriplus Nigeria Limited,Austria,11/6/2021,491,42937.24,7776.41,21082184.84,Lagos,Sea
Ginger,Agro Export Nigeria Ltd,Netherlands,4/24/2022,276,47090.73,7019.4,12997041.48,Lagos,Sea
Plantain,Solid Agro Nigeria Limited,Germany,9/13/2023,192,34074.97,8717.55,6542394.24,Lagos,Sea
Cocoa,Nigerian Export Promotion Council (NEPC),France,3/5/2022,371,36210.54,3101.99,13434110.34,Calabar,Sea
Cocoa,Greenfield Agro Exporters Nigeria Limited,Italy,1/16/2020,207,14501.74,4713.01,3001860.18,Lagos,Sea
Cassava,Golden Farms Nigeria Limited,Denmark,7/25/2020,765,38984.96,8638.35,29823494.4,Warri,Sea
Cocoa,Greenfield Agro Exporters Nigeria Limited,France,3/19/2021,673,49924.06,9726.79,33598892.38,Lagos,Sea
Cassava,Golden Farms Nigeria Limited,Austria,2/6/2021,884,34327.58,7035.55,30345580.72,Lagos,Sea
Cocoa,Nigerian Export Promotion Council (NEPC),Belgium,4/24/2022,951,49548.71,5274.5,47120823.21,Lagos,Sea
Plantain,Prime Agro Exports Nigeria Limited,Denmark,12/19/2020,274,46080.72,5147.67,12626117.28,Warri,Sea
Palm Oil,Prime Agro Exports Nigeria Limited,Sweden,3/21/2021,397,22969.04,2260.45,9118708.88,Lagos,Sea
Rubber,Prime Agro Exports Nigeria Limited,Austria,12/10/2020,615,28067.85,6284.55,17261727.75,Port Harcourt,Sea
Cassava,Agro Allied Exporters Nigeria Limited,Denmark,10/24/2023,920,44165.77,4422.35,40632508.4,Lagos,Sea
Plantain,Agro Allied Exporters Nigeria Limited,Austria,11/8/2020,161,22984.27,7018.74,3700467.47,Lagos,Sea
Ginger,Agro Export Nigeria Ltd,Switzerland,11/5/2021,618,12028.51,9967.48,7433619.18,Calabar,Sea
Palm Oil,Agriplus Nigeria Limited,Switzerland,4/4/2023,109,46963.79,2316.44,5119053.11,Port Harcourt,Sea
Cocoa,Prime Agro Exports Nigeria Limited,Switzerland,11/20/2023,372,43946.38,6638.27,16348053.36,Lagos,Sea
Plantain,Greenfield Agro Exporters Nigeria Limited,Denmark,5/25/2023,662,28089.29,8576.5,18595109.98,Warri,Sea
Plantain,Nigeria Agro Export Company,Denmark,2/4/2022,253,13931.93,2641.17,3524778.29,Warri,Sea
Palm Oil,Nigeria Agro Export Company,Germany,12/5/2021,568,37168.16,8052.61,21111514.88,Lagos,Sea
Palm Oil,Nigerian Export Promotion Council (NEPC),Switzerland,4/10/2023,336,35609.27,7905.08,11964714.72,Port Harcourt,Sea
Cashew,Farmgate Nigeria Limited,Spain,1/19/2022,720,20018.86,3870.9,14413579.2,Lagos,Sea
Cassava,Farmgate Nigeria Limited,Austria,4/17/2020,192,38775.73,5076.82,7444940.16,Lagos,Sea
Cashew,Farmgate Nigeria Limited,Spain,9/3/2020,729,43688.56,7472,31848960.24,Port Harcourt,Sea
Sesame,Solid Agro Nigeria Limited,Austria,11/10/2021,490,30620.6,8193.51,15004094,Calabar,Sea
Plantain,Agriplus Nigeria Limited,Austria,8/5/2021,455,42779.72,6985.57,19464772.6,Lagos,Sea
Sesame,Nigeria Agro Export Company,Netherlands,9/5/2020,613,43133.82,8333.2,26441031.66,Lagos,Sea
Rubber,Farmgate Nigeria Limited,Denmark,4/6/2021,807,38087.66,6847.72,30736741.62,Lagos,Sea
Cassava,Prime Agro Exports Nigeria Limited,France,10/1/2022,259,12895.17,8669.42,3339849.03,Port Harcourt,Sea
Cashew,Agriplus Nigeria Limited,Italy,4/8/2022,389,22294.64,3359.32,8672614.96,Calabar,Sea
Rubber,Agro Export Nigeria Ltd,Sweden,6/25/2021,821,27842.04,3404.09,22858314.84,Lagos,Sea
Ginger,Nigerian Export Promotion Council (NEPC),Denmark,12/25/2021,965,27453.95,3730.14,26493061.75,Warri,Sea
Sesame,Greenfield Agro Exporters Nigeria Limited,Germany,12/5/2021,962,12987.93,6995.2,12494388.66,Lagos,Sea
Rubber,Agriplus Nigeria Limited,Belgium,3/15/2022,661,44200.43,6749.68,29216484.23,Calabar,Sea
Cocoa,Agriplus Nigeria Limited,Netherlands,2/7/2022,113,47220.35,6292.5,5335899.55,Lagos,Sea
Palm Oil,Golden Farms Nigeria Limited,Italy,8/1/2023,459,46065.87,9128.74,21144234.33,Lagos,Sea
Cocoa,Nigeria Agro Export Company,Spain,10/25/2021,978,42445.04,4024.2,41511249.12,Lagos,Sea
Palm Oil,Greenfield Agro Exporters Nigeria Limited,Austria,9/4/2020,258,38709.41,6434.73,9987027.78,Lagos,Sea
Cassava,Solid Agro Nigeria Limited,Sweden,9/20/2021,194,13561.52,9366.61,2630934.88,Calabar,Sea
Cocoa,Nigerian Export Promotion Council (NEPC),Belgium,7/2/2021,648,32276.01,3180.07,20914854.48,Lagos,Sea
Cocoa,Prime Agro Exports Nigeria Limited,Netherlands,6/21/2023,212,18804.84,4332.02,3986626.08,Lagos,Sea
Palm Oil,Nigeria Agro Export Company,Netherlands,1/8/2021,283,18829.44,3188.06,5328731.52,Lagos,Sea
Palm Oil,Agro Export Nigeria Ltd,Italy,11/16/2022,565,39969.3,7847.11,22582654.5,Lagos,Sea
Sesame,Nigeria Agro Export Company,Austria,1/19/2020,422,19028.66,9601.94,8030094.52,Lagos,Sea
Cocoa,Prime Agro Exports Nigeria Limited,Spain,6/13/2022,980,36784.33,3862.81,36048643.4,Lagos,Sea
Palm Oil,Agro Allied Exporters Nigeria Limited,Denmark,7/24/2023,486,31281.06,3986.65,15202595.16,Lagos,Sea
Cocoa,Golden Farms Nigeria Limited,Sweden,7/16/2022,930,10155.64,7680.1,9444745.2,Lagos,Sea
Palm Oil,Agriplus Nigeria Limited,Denmark,2/24/2021,517,35729.89,7932.64,18472353.13,Lagos,Sea
Plantain,Agro Export Nigeria Ltd,Italy,2/22/2023,828,33820.94,4963.47,28003738.32,Lagos,Sea
Palm Oil,Golden Farms Nigeria Limited,France,11/14/2021,323,17650.49,7102.23,5701108.27,Lagos,Sea
Plantain,Nigeria Agro Export Company,Spain,7/7/2023,649,20845.14,2479.19,13528495.86,Port Harcourt,Sea
Ginger,Agriplus Nigeria Limited,Austria,11/24/2021,604,10944.17,5479.31,6610278.68,Lagos,Sea
Cashew,Prime Agro Exports Nigeria Limited,France,1/5/2022,749,28798.52,6193.18,21570091.48,Lagos,Sea
Cocoa,Nigerian Export Promotion Council (NEPC),Spain,12/24/2020,989,24274.45,7019.72,24007431.05,Lagos,Sea
Palm Oil,Greenfield Agro Exporters Nigeria Limited,Denmark,6/5/2023,474,30841.13,4757.91,14618695.62,Warri,Sea
Cassava,Nigeria Agro Export Company,Germany,8/25/2022,204,17510.17,9636.04,3572074.68,Port Harcourt,Sea
Sesame,Greenfield Agro Exporters Nigeria Limited,Switzerland,11/20/2022,622,11709.51,2043.12,7283315.22,Calabar,Sea
Ginger,Agro Allied Exporters Nigeria Limited,Switzerland,12/4/2023,378,12746.62,6086.46,4818222.36,Lagos,Sea
Plantain,Nigeria Agro Export Company,France,3/19/2021,516,48437.82,7508.61,24993915.12,Warri,Sea
Plantain,Nigerian Export Promotion Council (NEPC),Italy,5/18/2023,893,32511.33,6398.44,29032617.69,Lagos,Sea
Sesame,Farmgate Nigeria Limited,Austria,10/25/2022,431,30944.44,4854.76,13337053.64,Port Harcourt,Sea
Cashew,Prime Agro Exports Nigeria Limited,Austria,10/4/2021,963,16009.91,7849.5,15417543.33,Warri,Sea
Palm Oil,Farmgate Nigeria Limited,Italy,8/20/2023,597,41654.95,3911.88,24868005.15,Lagos,Sea
Cocoa,Agriplus Nigeria Limited,Netherlands,9/18/2022,512,40616.94,8997.44,20795873.28,Lagos,Sea
Sesame,Agro Allied Exporters Nigeria Limited,Spain,3/25/2023,256,17418.61,4900.83,4459164.16,Calabar,Sea
Sesame,Agro Allied Exporters Nigeria Limited,Netherlands,7/19/2020,433,23950.53,9015.97,10370579.49,Lagos,Sea
Plantain,Golden Farms Nigeria Limited,Belgium,10/25/2021,957,37340.11,8532.38,35734485.27,Lagos,Sea
Plantain,Agriplus Nigeria Limited,Spain,2/10/2023,226,12314.65,3962.41,2783110.9,Lagos,Sea
Palm Oil,Golden Farms Nigeria Limited,Denmark,11/29/2022,519,10348.61,4190.31,5370928.59,Lagos,Sea
Palm Oil,Farmgate Nigeria Limited,Italy,3/16/2022,922,41854.17,4970.73,38589544.74,Lagos,Sea
Palm Oil,Nigeria Agro Export Company,Denmark,2/19/2022,508,31225.6,8159.69,15862604.8,Warri,Sea
Cocoa,Golden Farms Nigeria Limited,France,11/8/2021,385,42207.48,2035.1,16249879.8,Lagos,Sea
Palm Oil,Greenfield Agro Exporters Nigeria Limited,Austria,3/29/2021,586,24919.56,9611.18,14602862.16,Warri,Sea
Cocoa,Agro Allied Exporters Nigeria Limited,Sweden,12/10/2022,270,14740.11,4400.06,3979829.7,Lagos,Sea
Sesame,Golden Farms Nigeria Limited,Denmark,10/22/2021,810,29162.35,8685.33,23621503.5,Lagos,Sea
Sesame,Golden Farms Nigeria Limited,Switzerland,6/13/2021,320,18171.76,8433.08,5814963.2,Warri,Sea
Cocoa,Prime Agro Exports Nigeria Limited,France,11/4/2021,871,44322.34,4441.17,38604758.14,Lagos,Sea
Plantain,Solid Agro Nigeria Limited,Austria,12/19/2023,172,44869.36,9892.3,7717529.92,Port Harcourt,Sea
Cashew,Agro Allied Exporters Nigeria Limited,Spain,3/1/2021,692,20019.73,4532.37,13853653.16,Lagos,Sea
Cassava,Farmgate Nigeria Limited,Switzerland,7/26/2022,370,11067.38,3708.85,4094930.6,Port Harcourt,Sea
Cocoa,Nigerian Export Promotion Council (NEPC),Spain,12/23/2023,354,16810.17,7303.36,5950800.18,Port Harcourt,Sea
Sesame,Nigeria Agro Export Company,Belgium,4/26/2021,769,48785.86,9075.51,37516326.34,Lagos,Sea
Ginger,Nigerian Export Promotion Council (NEPC),Belgium,6/2/2020,732,11168.28,6791.68,8175180.96,Warri,Sea
Sesame,Greenfield Agro Exporters Nigeria Limited,Sweden,3/31/2020,507,31022.3,9376.5,15728306.1,Lagos,Sea
Rubber,Farmgate Nigeria Limited,France,5/6/2022,727,38141.67,2962.13,27728994.09,Lagos,Sea
Plantain,Prime Agro Exports Nigeria Limited,Germany,8/25/2020,141,46391.24,5976.25,6541164.84,Port Harcourt,Sea
Cashew,Golden Farms Nigeria Limited,Switzerland,12/7/2020,316,35104.26,2739.19,11092946.16,Lagos,Sea
Palm Oil,Agriplus Nigeria Limited,Austria,2/15/2020,448,22088.53,2968.57,9895661.44,Calabar,Sea
Cassava,Nigerian Export Promotion Council (NEPC),France,12/16/2022,786,16810.37,2778.06,13212950.82,Calabar,Sea
Cashew,Nigeria Agro Export Company,Germany,6/28/2020,825,40168.05,4338.22,33138641.25,Port Harcourt,Sea
Rubber,Agro Allied Exporters Nigeria Limited,Spain,3/21/2021,471,46139.69,4274.55,21731793.99,Lagos,Sea
Palm Oil,Nigeria Agro Export Company,Sweden,7/4/2023,354,31027.21,9520.25,10983632.34,Warri,Sea
Rubber,Nigerian Export Promotion Council (NEPC),Austria,10/8/2020,342,32818.79,3272.06,11224026.18,Warri,Sea
Palm Oil,Nigerian Export Promotion Council (NEPC),Denmark,11/1/2023,869,25911.15,6977.8,22516789.35,Calabar,Sea
Rubber,Nigerian Export Promotion Council (NEPC),Sweden,9/1/2020,670,20355.66,7635,13638292.2,Lagos,Sea
Palm Oil,Greenfield Agro Exporters Nigeria Limited,Germany,8/26/2023,606,13144.69,5052.79,7965682.14,Lagos,Sea
Sesame,Agro Allied Exporters Nigeria Limited,Sweden,3/5/2021,860,39176.4,7591.77,33691704,Warri,Sea
Palm Oil,Agro Allied Exporters Nigeria Limited,Denmark,8/19/2021,474,18544.44,5802.97,8790064.56,Lagos,Sea
Cocoa,Greenfield Agro Exporters Nigeria Limited,Sweden,10/14/2022,604,37692.51,5514.53,22766276.04,Port Harcourt,Sea
Cocoa,Greenfield Agro Exporters Nigeria Limited,Austria,12/16/2020,579,40723.75,7020.3,23579051.25,Calabar,Sea
Cocoa,Agriplus Nigeria Limited,Netherlands,4/5/2020,121,39676.69,4143.19,4800879.49,Lagos,Sea
Palm Oil,Nigeria Agro Export Company,Belgium,10/24/2023,420,28193.75,6419.32,11841375,Warri,Sea
Cassava,Farmgate Nigeria Limited,Italy,10/15/2021,987,42840.93,7044.67,42283997.91,Lagos,Sea
Plantain,Agro Allied Exporters Nigeria Limited,Italy,9/12/2022,249,28428.84,5844.67,7078781.16,Lagos,Sea
Sesame,Nigeria Agro Export Company,Sweden,1/25/2022,905,13158.97,3692.93,11908867.85,Lagos,Sea
Cocoa,Farmgate Nigeria Limited,Germany,8/18/2022,583,31350.91,7272.46,18277580.53,Lagos,Sea
Plantain,Agro Export Nigeria Ltd,Italy,10/31/2021,171,33855.64,2088.86,5789314.44,Lagos,Sea
Ginger,Farmgate Nigeria Limited,Netherlands,6/23/2021,414,26446.32,9849.45,10948776.48,Warri,Sea
Sesame,Greenfield Agro Exporters Nigeria Limited,Netherlands,9/7/2023,940,31473.12,6282.47,29584732.8,Lagos,Sea
Palm Oil,Agro Export Nigeria Ltd,Austria,4/3/2020,859,20798.68,9677.49,17866066.12,Port Harcourt,Sea
Cashew,Solid Agro Nigeria Limited,Austria,3/26/2022,606,27024.3,3236.49,16376725.8,Lagos,Sea
Rubber,Agro Export Nigeria Ltd,Italy,11/16/2020,915,42823.71,9917.77,39183694.65,Lagos,Sea
Sesame,Agro Allied Exporters Nigeria Limited,Belgium,3/18/2023,588,36758.76,4729.76,21614150.88,Lagos,Sea
Cocoa,Nigeria Agro Export Company,Austria,3/7/2022,305,21673.21,7611.27,6610329.05,Lagos,Sea
Palm Oil,Nigeria Agro Export Company,Denmark,5/10/2021,215,17273.35,8601.77,3713770.25,Lagos,Sea
Cassava,Farmgate Nigeria Limited,Spain,11/28/2023,949,20213.71,6290.74,19182810.79,Lagos,Sea
Rubber,Agro Allied Exporters Nigeria Limited,France,3/10/2022,309,17372.98,4275.1,5368250.82,Lagos,Sea
Rubber,Farmgate Nigeria Limited,Austria,10/6/2022,647,49738,9900.98,32180486,Lagos,Sea
Cocoa,Nigeria Agro Export Company,Sweden,2/21/2023,938,29055.81,3557.94,27254349.78,Calabar,Sea
Sesame,Golden Farms Nigeria Limited,Netherlands,6/19/2022,669,27099.76,9279.52,18129739.44,Warri,Sea
Ginger,Golden Farms Nigeria Limited,Netherlands,9/7/2023,511,25221.34,4876.26,12888104.74,Lagos,Sea
Palm Oil,Farmgate Nigeria Limited,France,1/11/2020,586,11765.54,6000.81,6894606.44,Lagos,Sea
Rubber,Nigerian Export Promotion Council (NEPC),France,2/18/2021,439,40861.04,6133.39,17937996.56,Calabar,Sea
Ginger,Prime Agro Exports Nigeria Limited,Switzerland,4/19/2021,763,42458.7,6325.82,32395988.1,Calabar,Sea
Rubber,Agro Allied Exporters Nigeria Limited,Denmark,3/31/2021,177,36589.22,3427.72,6476291.94,Lagos,Sea
Rubber,Solid Agro Nigeria Limited,Sweden,10/3/2023,531,32237.75,7713.03,17118245.25,Port Harcourt,Sea
Sesame,Nigeria Agro Export Company,France,9/24/2020,402,14516.01,7997.27,5835436.02,Warri,Sea
Cocoa,Nigerian Export Promotion Council (NEPC),Germany,6/30/2021,741,29609.45,7089.59,21940602.45,Port Harcourt,Sea
Palm Oil,Nigeria Agro Export Company,Denmark,11/2/2020,469,28403.99,4747.66,13321471.31,Port Harcourt,Sea
Palm Oil,Prime Agro Exports Nigeria Limited,Italy,8/3/2022,796,49695.31,6588.39,39557466.76,Warri,Sea
Cocoa,Nigeria Agro Export Company,Sweden,12/7/2020,464,17947.18,4171.95,8327491.52,Lagos,Sea
Sesame,Agro Export Nigeria Ltd,Netherlands,12/23/2021,228,41382.33,6303.59,9435171.24,Lagos,Sea
Rubber,Nigerian Export Promotion Council (NEPC),France,3/20/2021,262,13664.69,7725.31,3580148.78,Warri,Sea
Cashew,Agro Allied Exporters Nigeria Limited,Sweden,12/29/2023,768,39606.64,7529.98,30417899.52,Lagos,Sea
Rubber,Solid Agro Nigeria Limited,Austria,1/7/2023,433,45138.76,8830.96,19545083.08,Calabar,Sea
Cocoa,Nigerian Export Promotion Council (NEPC),Austria,12/14/2021,605,32275.27,4331.41,19526538.35,Lagos,Sea
Plantain,Greenfield Agro Exporters Nigeria Limited,France,11/22/2021,340,32039.53,4656.61,10893440.2,Port Harcourt,Sea
Cassava,Solid Agro Nigeria Limited,Denmark,6/1/2021,501,39715.39,6170.93,19897410.39,Calabar,Sea
Ginger,Nigerian Export Promotion Council (NEPC),Spain,6/29/2022,105,47676.69,6392.49,5006052.45,Lagos,Sea
Sesame,Prime Agro Exports Nigeria Limited,Austria,12/4/2021,220,18365.32,9655.52,4040370.4,Calabar,Sea
Cassava,Agriplus Nigeria Limited,Denmark,2/1/2022,516,35244.87,6455.99,18186352.92,Lagos,Sea
Cashew,Farmgate Nigeria Limited,France,1/11/2020,204,22765.81,5848.05,4644225.24,Lagos,Sea
Cashew,Golden Farms Nigeria Limited,Spain,2/12/2021,359,19044.29,6879.43,6836900.11,Lagos,Sea
Cashew,Nigeria Agro Export Company,Austria,11/24/2022,509,37586.95,3011.25,19131757.55,Lagos,Sea
Plantain,Nigeria Agro Export Company,Switzerland,12/8/2023,893,39070.74,3989.22,34890170.82,Lagos,Sea
Rubber,Farmgate Nigeria Limited,Austria,10/13/2021,210,16164.04,5948.16,3394448.4,Lagos,Sea
Palm Oil,Prime Agro Exports Nigeria Limited,France,12/13/2020,906,42689.17,3042.07,38676388.02,Lagos,Sea
Rubber,Farmgate Nigeria Limited,Denmark,6/26/2022,911,31182.01,7840.19,28406811.11,Warri,Sea
Cocoa,Prime Agro Exports Nigeria Limited,France,12/9/2023,800,44815.63,8719.48,35852504,Warri,Sea
Palm Oil,Greenfield Agro Exporters Nigeria Limited,France,7/31/2023,662,29217.41,4929.24,19341925.42,Warri,Sea
Cashew,Prime Agro Exports Nigeria Limited,Belgium,4/14/2022,969,18970.62,4948.69,18382530.78,Lagos,Sea
Ginger,Nigeria Agro Export Company,Sweden,4/8/2022,315,30068.36,5296.72,9471533.4,Lagos,Sea
Plantain,Nigeria Agro Export Company,Switzerland,6/24/2022,708,30535.43,9607.32,21619084.44,Port Harcourt,Sea
Cashew,Agriplus Nigeria Limited,Italy,9/22/2023,287,16862.17,4233.25,4839442.79,Port Harcourt,Sea
Ginger,Agriplus Nigeria Limited,Netherlands,1/27/2022,563,41130.94,6706.05,23156719.22,Lagos,Sea
Cocoa,Agro Allied Exporters Nigeria Limited,Germany,2/12/2022,778,24299.4,7503.95,18904933.2,Lagos,Sea
Palm Oil,Agro Allied Exporters Nigeria Limited,Switzerland,1/5/2020,289,42097.15,6008.62,12166076.35,Lagos,Sea
Sesame,Prime Agro Exports Nigeria Limited,Netherlands,8/8/2023,272,14549.25,7569.65,3957396,Port Harcourt,Sea
Cassava,Nigeria Agro Export Company,Germany,7/2/2020,690,32888.27,8503.97,22692906.3,Lagos,Sea
Cocoa,Solid Agro Nigeria Limited,France,8/10/2022,248,47005.31,9451.99,11657316.88,Lagos,Sea
Palm Oil,Agro Export Nigeria Ltd,France,12/15/2023,733,33421.87,2554.29,24498230.71,Port Harcourt,Sea
Sesame,Agro Export Nigeria Ltd,Belgium,12/22/2021,291,46984.32,3639.36,13672437.12,Lagos,Sea
Ginger,Nigerian Export Promotion Council (NEPC),Austria,12/2/2020,295,37960.85,4804.02,11198450.75,Warri,Sea
Plantain,Nigeria Agro Export Company,Denmark,11/22/2023,507,38930.96,9986.2,19737996.72,Warri,Sea
Palm Oil,Farmgate Nigeria Limited,Switzerland,6/9/2021,666,16418.88,5763.85,10934974.08,Lagos,Sea
Rubber,Greenfield Agro Exporters Nigeria Limited,Netherlands,1/19/2020,924,12339.82,6441.71,11401993.68,Calabar,Sea
Ginger,Agro Allied Exporters Nigeria Limited,Italy,11/13/2020,419,11329.85,3545.89,4747207.15,Lagos,Sea
Palm Oil,Nigerian Export Promotion Council (NEPC),Spain,3/3/2023,913,30290.13,9751.19,27654888.69,Lagos,Sea
Ginger,Agriplus Nigeria Limited,Belgium,10/6/2022,710,30593.52,8558.98,21721399.2,Lagos,Sea
Cassava,Agro Allied Exporters Nigeria Limited,Germany,7/27/2022,142,28251.37,7796.85,4011694.54,Lagos,Sea
Rubber,Golden Farms Nigeria Limited,Netherlands,10/24/2022,291,24012.91,8318.99,6987756.81,Lagos,Sea
Cocoa,Agro Allied Exporters Nigeria Limited,Switzerland,11/16/2023,410,33864.48,7060.48,13884436.8,Lagos,Sea
Cocoa,Nigerian Export Promotion Council (NEPC),Sweden,3/30/2020,941,27078.72,4676.04,25481075.52,Lagos,Sea
Cassava,Nigeria Agro Export Company,Denmark,11/8/2022,323,41562.66,7492.8,13424739.18,Lagos,Sea
Sesame,Solid Agro Nigeria Limited,Italy,11/25/2022,662,33103.72,8786.6,21914662.64,Port Harcourt,Sea
Ginger,Farmgate Nigeria Limited,Netherlands,5/10/2021,568,37507.87,4346.03,21304470.16,Lagos,Sea
Plantain,Solid Agro Nigeria Limited,Netherlands,5/27/2021,794,38459.71,6427.82,30537009.74,Lagos,Sea
Sesame,Agro Allied Exporters Nigeria Limited,Germany,9/25/2020,545,36328.03,9914.95,19798776.35,Lagos,Sea
Cassava,Agro Export Nigeria Ltd,Italy,9/10/2022,778,49985.86,8415.43,38888999.08,Warri,Sea
Cashew,Solid Agro Nigeria Limited,Denmark,5/22/2022,930,37216.61,4076.71,34611447.3,Warri,Sea
Palm Oil,Prime Agro Exports Nigeria Limited,Switzerland,5/4/2020,193,31525.28,7795.99,6084379.04,Warri,Sea
Rubber,Prime Agro Exports Nigeria Limited,Belgium,11/9/2023,131,33882.16,5708.85,4438562.96,Lagos,Sea
Cassava,Golden Farms Nigeria Limited,Spain,12/3/2023,634,24679.19,3215.36,15646606.46,Lagos,Sea
Sesame,Farmgate Nigeria Limited,Austria,1/21/2021,377,28535.67,6210.24,10757947.59,Warri,Sea
Plantain,Agro Allied Exporters Nigeria Limited,Switzerland,1/28/2023,761,38066.85,6557.5,28968872.85,Lagos,Sea
Plantain,Agro Export Nigeria Ltd,Netherlands,3/30/2021,522,22143.33,3932.05,11558818.26,Warri,Sea
Palm Oil,Solid Agro Nigeria Limited,Sweden,2/13/2021,726,24759.94,3878.78,17975716.44,Lagos,Sea
Rubber,Golden Farms Nigeria Limited,Switzerland,5/10/2022,221,37345.15,7906.31,8253278.15,Warri,Sea
Sesame,Nigerian Export Promotion Council (NEPC),Italy,11/17/2023,909,12986.58,5787.44,11804801.22,Lagos,Sea
Cashew,Solid Agro Nigeria Limited,Denmark,1/17/2021,108,37249.78,4225.05,4022976.24,Port Harcourt,Sea
Palm Oil,Nigeria Agro Export Company,Sweden,3/12/2022,421,30096.76,2841.69,12670735.96,Lagos,Sea
Plantain,Greenfield Agro Exporters Nigeria Limited,Austria,1/8/2020,619,13079.61,2337.43,8096278.59,Lagos,Sea
Cocoa,Golden Farms Nigeria Limited,Spain,10/23/2023,657,42148.94,5773.97,27691853.58,Calabar,Sea
Cocoa,Golden Farms Nigeria Limited,Austria,12/6/2022,285,15478.05,4402.63,4411244.25,Calabar,Sea
Plantain,Nigerian Export Promotion Council (NEPC),Denmark,2/9/2021,564,41667.73,8576.44,23500599.72,Lagos,Sea
Rubber,Solid Agro Nigeria Limited,Sweden,4/28/2021,855,40697.77,3184.83,34796593.35,Lagos,Sea
Cashew,Agriplus Nigeria Limited,Switzerland,3/17/2021,988,34090.05,6763.49,33680969.4,Lagos,Sea
Rubber,Agro Export Nigeria Ltd,Italy,11/17/2022,430,11566.78,7435.68,4973715.4,Lagos,Sea
Plantain,Solid Agro Nigeria Limited,Austria,3/7/2023,655,14925.52,7623.92,9776215.6,Lagos,Sea
Sesame,Nigerian Export Promotion Council (NEPC),Denmark,12/7/2020,646,38364.15,9462.15,24783240.9,Calabar,Sea
Sesame,Agriplus Nigeria Limited,Denmark,10/28/2023,859,43851.61,6799.28,37668532.99,Port Harcourt,Sea
Cassava,Nigeria Agro Export Company,Switzerland,5/18/2021,347,42921.85,8708.69,14893881.95,Warri,Sea
Ginger,Nigeria Agro Export Company,Germany,12/30/2021,823,44241.93,3183.41,36411108.39,Lagos,Sea
Rubber,Prime Agro Exports Nigeria Limited,France,8/14/2021,217,34216.05,9912.43,7424882.85,Lagos,Sea
Cassava,Golden Farms Nigeria Limited,Germany,6/9/2021,862,10713.54,4852.22,9235071.48,Lagos,Sea
Palm Oil,Agro Export Nigeria Ltd,Netherlands,7/13/2022,324,21715.79,5623.25,7035915.96,Warri,Sea
